Year,Year_ending,Local_Government_Area,Location_Division,Location_Subdivision,Location_Group,Incidents_Recorded
2020,December,Baw Baw,3 Other,32 Financial,323 ATM/Eftpos,1
2020,December,Baw Baw,3 Other,33 Retail,331 Chemist/Pharmacy,7
2020,December,Baw Baw,3 Other,33 Retail,3310 24Hr Convenience,6
2020,December,Baw Baw,3 Other,33 Retail,3311 Restaurant/Fastfood,31
2020,December,Baw Baw,3 Other,33 Retail,3312 Other Retail,93
2020,December,Baw Baw,3 Other,33 Retail,332 Service Station,112
2020,December,Baw Baw,3 Other,33 Retail,333 Jeweller,2
2020,December,Baw Baw,3 Other,33 Retail,335 Supermarket,55
2020,December,Baw Baw,3 Other,33 Retail,336 Department Store,8
2020,December,Baw Baw,3 Other,33 Retail,337 Shopping Complex,16
2020,December,Baw Baw,3 Other,33 Retail,338 Car Sales Yard,4
2020,December,Baw Baw,3 Other,33 Retail,339 Milkbar,4
2020,December,Baw Baw,3 Other,35 Warehousing/storage,351 Warehousing/Storage,10
2020,December,Baw Baw,3 Other,36 Manufacturing,361 Factory,15
2020,December,Baw Baw,3 Other,36 Manufacturing,362 Any Manufacturing,4
2020,December,Baw Baw,3 Other,37 Agricultural,371 Farmland/Agricultural,27
2020,December,Baw Baw,3 Other,37 Agricultural,373 Other Agricultural,10
2020,December,Baw Baw,3 Other,38 Recreational,381 Licensed Premises,25
2020,December,Baw Baw,3 Other,38 Recreational,383 Cinema,1
2020,December,Baw Baw,3 Other,38 Recreational,384 Sport Area/Facility,12
2020,December,Baw Baw,3 Other,38 Recreational,385 Gaming Venue,7
2020,December,Baw Baw,3 Other,38 Recreational,386 Other Rec./Sports,15
2020,December,Baw Baw,3 Other,39 Other location,392 Other Location (Not Elsewhere),81
2020,December,Baw Baw,3 Other,39 Other location,393 Construction Site,11
2020,December,Bayside,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,317
2020,December,Bayside,1 Residential,11 Dwelling - private,112 House,"1,012"
2020,December,Bayside,1 Residential,11 Dwelling - private,113 Bungalow,1
2020,December,Bayside,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,December,Bayside,1 Residential,11 Dwelling - private,116 Ministry Of Housing,27
2020,December,Bayside,1 Residential,11 Dwelling - private,117 Farm House,1
2020,December,Bayside,1 Residential,12 Dwelling  - non-private,121 Boarding House,7
2020,December,Bayside,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2020,December,Bayside,1 Residential,12 Dwelling  - non-private,124 Nursing Home,10
2020,December,Bayside,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,7
2020,December,Bayside,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,10
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,132 Backyard,23
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,133 Frontyard,136
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,134 Garage,48
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,135 Shed,10
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,40
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),11
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,335
2020,December,Bayside,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,58
2020,December,Bayside,2 Community,21 Education,211 School,21
2020,December,Bayside,2 Community,21 Education,212 School Grounds,12
2020,December,Bayside,2 Community,21 Education,213 Other Educational,9
2020,December,Bayside,2 Community,22 Health,221 Hospital,1
2020,December,Bayside,2 Community,22 Health,222 Medical Centre,7
2020,December,Bayside,2 Community,22 Health,223 Dental,2
2020,December,Bayside,2 Community,22 Health,224 Other Health,10
2020,December,Bayside,2 Community,23 Religious,231 Church,5
2020,December,Bayside,2 Community,24 Public Transport,241 Train,4
2020,December,Bayside,2 Community,24 Public Transport,242 Train Station,128
2020,December,Bayside,2 Community,24 Public Transport,243 Railway Carpark,9
2020,December,Bayside,2 Community,24 Public Transport,244 Tram/Tram Stop,1
2020,December,Bayside,2 Community,24 Public Transport,245 Bus/Bus Stop,10
2020,December,Bayside,2 Community,24 Public Transport,246 Depot/Terminal,1
2020,December,Bayside,2 Community,24 Public Transport,249 Taxi,2
2020,December,Bayside,2 Community,25 Other Transport,251 Private Car,16
2020,December,Bayside,2 Community,25 Other Transport,253 Boat,5
2020,December,Bayside,2 Community,25 Other Transport,255 Carpark (Single Level),68
2020,December,Bayside,2 Community,25 Other Transport,256 Carpark (Multi Level),3
2020,December,Bayside,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2020,December,Bayside,2 Community,26 Justice,261 Police Station,23
2020,December,Bayside,2 Community,26 Justice,262 Court,23
2020,December,Bayside,2 Community,26 Justice,265 Other Justice Facility,3
2020,December,Bayside,2 Community,27 Open Space,271 Parkland/Reserve,40
2020,December,Bayside,2 Community,27 Open Space,274 Beach Foreshore,37
2020,December,Bayside,2 Community,27 Open Space,275 Other Open Space,3
2020,December,Bayside,2 Community,27 Open Space,276 Beach Car Park,16
2020,December,Bayside,2 Community,28 Street/footpath,281 Street/Lane/Footpath,962
2020,December,Bayside,2 Community,29 Other community location,292 Civic Centre,3
2020,December,Bayside,2 Community,29 Other community location,294 Car Wash,8
2020,December,Bayside,3 Other,31 Admin/professional,311 Business Office,29
2020,December,Bayside,3 Other,31 Admin/professional,312 Other Admin/Professional,6
2020,December,Bayside,3 Other,32 Financial,321 Bank,6
2020,December,Bayside,3 Other,32 Financial,323 ATM/Eftpos,1
2020,December,Bayside,3 Other,33 Retail,331 Chemist/Pharmacy,24
2020,December,Bayside,3 Other,33 Retail,3310 24Hr Convenience,27
2020,December,Bayside,3 Other,33 Retail,3311 Restaurant/Fastfood,33
2020,December,Bayside,3 Other,33 Retail,3312 Other Retail,114
2020,December,Bayside,3 Other,33 Retail,332 Service Station,44
2020,December,Bayside,3 Other,33 Retail,333 Jeweller,1
2020,December,Bayside,3 Other,33 Retail,334 2nd Hand Dealer,1
2020,December,Bayside,3 Other,33 Retail,335 Supermarket,101
2020,December,Bayside,3 Other,33 Retail,336 Department Store,17
2020,December,Bayside,3 Other,33 Retail,337 Shopping Complex,21
2020,December,Bayside,3 Other,33 Retail,338 Car Sales Yard,2
2020,December,Bayside,3 Other,33 Retail,339 Milkbar,4
2020,December,Bayside,3 Other,34 Wholesale,341 Any Wholesale,1
2020,December,Bayside,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2020,December,Bayside,3 Other,36 Manufacturing,361 Factory,7
2020,December,Bayside,3 Other,36 Manufacturing,362 Any Manufacturing,1
2020,December,Bayside,3 Other,38 Recreational,381 Licensed Premises,17
2020,December,Bayside,3 Other,38 Recreational,384 Sport Area/Facility,15
2020,December,Bayside,3 Other,38 Recreational,385 Gaming Venue,1
2020,December,Bayside,3 Other,38 Recreational,386 Other Rec./Sports,17
2020,December,Bayside,3 Other,39 Other location,392 Other Location (Not Elsewhere),46
2020,December,Bayside,3 Other,39 Other location,393 Construction Site,13
2020,December,Benalla,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,26
2020,December,Benalla,1 Residential,11 Dwelling - private,112 House,343
2020,December,Benalla,1 Residential,11 Dwelling - private,113 Bungalow,1
2020,December,Benalla,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2020,December,Benalla,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2020,December,Benalla,1 Residential,11 Dwelling - private,117 Farm House,8
2020,December,Benalla,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2020,December,Benalla,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2020,December,Benalla,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2020,December,Benalla,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,132 Backyard,12
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,133 Frontyard,26
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,134 Garage,3
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,135 Shed,24
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,3
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,27
2020,December,Benalla,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2020,December,Benalla,2 Community,21 Education,211 School,18
2020,December,Benalla,2 Community,21 Education,212 School Grounds,4
2020,December,Benalla,2 Community,21 Education,213 Other Educational,1
2020,December,Benalla,2 Community,22 Health,221 Hospital,1
2020,December,Benalla,2 Community,22 Health,222 Medical Centre,3
2020,December,Benalla,2 Community,22 Health,224 Other Health,1
2020,December,Benalla,2 Community,23 Religious,231 Church,2
2020,December,Benalla,2 Community,24 Public Transport,242 Train Station,7
2020,December,Benalla,2 Community,25 Other Transport,251 Private Car,1
2020,December,Benalla,2 Community,25 Other Transport,252 Airfield,3
2020,December,Benalla,2 Community,25 Other Transport,255 Carpark (Single Level),18
2020,December,Benalla,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2020,December,Benalla,2 Community,26 Justice,261 Police Station,8
2020,December,Benalla,2 Community,26 Justice,262 Court,12
2020,December,Benalla,2 Community,26 Justice,265 Other Justice Facility,1
2020,December,Benalla,2 Community,27 Open Space,271 Parkland/Reserve,22
2020,December,Benalla,2 Community,27 Open Space,272 Rural,5
2020,December,Benalla,2 Community,27 Open Space,273 Vacant Block,2
2020,December,Benalla,2 Community,27 Open Space,275 Other Open Space,2
2020,December,Benalla,2 Community,28 Street/footpath,281 Street/Lane/Footpath,188
2020,December,Benalla,2 Community,29 Other community location,291 Cemetery,1
2020,December,Benalla,2 Community,29 Other community location,292 Civic Centre,3
2020,December,Benalla,2 Community,29 Other community location,294 Car Wash,2
2020,December,Benalla,3 Other,31 Admin/professional,311 Business Office,7
2020,December,Benalla,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2020,December,Benalla,3 Other,32 Financial,321 Bank,1
2020,December,Benalla,3 Other,33 Retail,331 Chemist/Pharmacy,7
2020,December,Benalla,3 Other,33 Retail,3311 Restaurant/Fastfood,7
2020,December,Benalla,3 Other,33 Retail,3312 Other Retail,21
2020,December,Benalla,3 Other,33 Retail,332 Service Station,12
2020,December,Benalla,3 Other,33 Retail,335 Supermarket,21
2020,December,Benalla,3 Other,33 Retail,336 Department Store,5
2020,December,Benalla,3 Other,33 Retail,337 Shopping Complex,10
2020,December,Benalla,3 Other,33 Retail,338 Car Sales Yard,3
2020,December,Benalla,3 Other,33 Retail,339 Milkbar,1
2020,December,Benalla,3 Other,35 Warehousing/storage,351 Warehousing/Storage,4
2020,December,Benalla,3 Other,36 Manufacturing,361 Factory,5
2020,December,Benalla,3 Other,36 Manufacturing,362 Any Manufacturing,4
2020,December,Benalla,3 Other,37 Agricultural,371 Farmland/Agricultural,9
2020,December,Benalla,3 Other,37 Agricultural,373 Other Agricultural,4
2020,December,Benalla,3 Other,38 Recreational,381 Licensed Premises,11
2020,December,Benalla,3 Other,38 Recreational,384 Sport Area/Facility,8
2020,December,Benalla,3 Other,38 Recreational,385 Gaming Venue,2
2020,December,Benalla,3 Other,38 Recreational,386 Other Rec./Sports,4
2020,December,Benalla,3 Other,39 Other location,392 Other Location (Not Elsewhere),14
2020,December,Benalla,3 Other,39 Other location,393 Construction Site,2
2020,December,Boroondara,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,366
2020,December,Boroondara,1 Residential,11 Dwelling - private,112 House,"1,339"
2020,December,Boroondara,1 Residential,11 Dwelling - private,113 Bungalow,1
2020,December,Boroondara,1 Residential,11 Dwelling - private,116 Ministry Of Housing,9
2020,December,Boroondara,1 Residential,12 Dwelling  - non-private,121 Boarding House,9
2020,December,Boroondara,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2020,December,Boroondara,1 Residential,12 Dwelling  - non-private,123 Guest House,5
2020,December,Boroondara,1 Residential,12 Dwelling  - non-private,124 Nursing Home,16
2020,December,Boroondara,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,27
2020,December,Boroondara,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,7
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,132 Backyard,44
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,133 Frontyard,170
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,134 Garage,71
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,135 Shed,10
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,47
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),36
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,438
2020,December,Boroondara,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,133
2020,December,Boroondara,2 Community,21 Education,211 School,20
2020,December,Boroondara,2 Community,21 Education,212 School Grounds,13
2020,December,Boroondara,2 Community,21 Education,213 Other Educational,12
2020,December,Boroondara,2 Community,22 Health,221 Hospital,8
2020,December,Boroondara,2 Community,22 Health,222 Medical Centre,16
2020,December,Boroondara,2 Community,22 Health,223 Dental,5
2020,December,Boroondara,2 Community,22 Health,224 Other Health,12
2020,December,Boroondara,2 Community,23 Religious,231 Church,19
2020,December,Boroondara,2 Community,23 Religious,232 Other religious,3
2020,December,Boroondara,2 Community,24 Public Transport,241 Train,3
2020,December,Boroondara,2 Community,24 Public Transport,242 Train Station,81
2020,December,Boroondara,2 Community,24 Public Transport,243 Railway Carpark,11
2020,December,Boroondara,2 Community,24 Public Transport,244 Tram/Tram Stop,14
2020,December,Boroondara,2 Community,24 Public Transport,245 Bus/Bus Stop,10
2020,December,Boroondara,2 Community,24 Public Transport,249 Taxi,5
2020,December,Boroondara,2 Community,25 Other Transport,251 Private Car,16
2020,December,Boroondara,2 Community,25 Other Transport,255 Carpark (Single Level),102
2020,December,Boroondara,2 Community,25 Other Transport,256 Carpark (Multi Level),12
2020,December,Boroondara,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2020,December,Boroondara,2 Community,26 Justice,261 Police Station,17
2020,December,Boroondara,2 Community,27 Open Space,271 Parkland/Reserve,103
2020,December,Boroondara,2 Community,27 Open Space,272 Rural,1
2020,December,Boroondara,2 Community,27 Open Space,275 Other Open Space,12
2020,December,Boroondara,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,654"
2020,December,Boroondara,2 Community,29 Other community location,292 Civic Centre,3
2020,December,Boroondara,2 Community,29 Other community location,294 Car Wash,1
2020,December,Boroondara,3 Other,31 Admin/professional,311 Business Office,61
2020,December,Boroondara,3 Other,31 Admin/professional,312 Other Admin/Professional,10
2020,December,Boroondara,3 Other,32 Financial,321 Bank,11
2020,December,Boroondara,3 Other,32 Financial,322 Credit Society,1
2020,December,Boroondara,3 Other,32 Financial,323 ATM/Eftpos,3
2020,December,Boroondara,3 Other,32 Financial,324 Other Financial,1
2020,December,Boroondara,3 Other,33 Retail,331 Chemist/Pharmacy,82
2020,December,Boroondara,3 Other,33 Retail,3310 24Hr Convenience,32
2020,December,Boroondara,3 Other,33 Retail,3311 Restaurant/Fastfood,87
2020,December,Boroondara,3 Other,33 Retail,3312 Other Retail,255
2020,December,Boroondara,3 Other,33 Retail,332 Service Station,141
2020,December,Boroondara,3 Other,33 Retail,333 Jeweller,1
