Year,Year_ending,Local_Government_Area,Charge_Status,Incidents_Recorded
2020,December,Alpine,Charges laid,159
2020,December,Alpine,No charges laid,128
2020,December,Alpine,Unsolved,126
2020,December,Ararat,Charges laid,539
2020,December,Ararat,No charges laid,261
2020,December,Ararat,Unsolved,304
2020,December,Ballarat,Charges laid,"2,704"
2020,December,Ballarat,No charges laid,"1,258"
2020,December,Ballarat,Unsolved,"3,421"
2020,December,Banyule,Charges laid,"2,714"
2020,December,Banyule,No charges laid,"1,302"
2020,December,Banyule,Unsolved,"2,701"
2020,December,Bass Coast,Charges laid,817
2020,December,Bass Coast,No charges laid,548
2020,December,Bass Coast,Unsolved,688
2020,December,Baw Baw,Charges laid,"1,451"
2020,December,Baw Baw,No charges laid,"1,007"
2020,December,Baw Baw,Unsolved,"1,232"
2020,December,Bayside,Charges laid,991
2020,December,Bayside,No charges laid,819
2020,December,Bayside,Unsolved,"2,328"
2020,December,Benalla,Charges laid,406
2020,December,Benalla,No charges laid,235
2020,December,Benalla,Unsolved,355
2020,December,Boroondara,Charges laid,"1,481"
2020,December,Boroondara,No charges laid,957
2020,December,Boroondara,Unsolved,"3,814"
2020,December,Brimbank,Charges laid,"5,392"
2020,December,Brimbank,No charges laid,"3,160"
2020,December,Brimbank,Unsolved,"6,847"
2020,December,Buloke,Charges laid,91
2020,December,Buloke,No charges laid,98
2020,December,Buloke,Unsolved,95
2020,December,Campaspe,Charges laid,"1,024"
2020,December,Campaspe,No charges laid,526
2020,December,Campaspe,Unsolved,950
2020,December,Cardinia,Charges laid,"1,865"
2020,December,Cardinia,No charges laid,"1,650"
2020,December,Cardinia,Unsolved,"2,329"
2020,December,Casey,Charges laid,"5,284"
2020,December,Casey,No charges laid,"4,618"
2020,December,Casey,Unsolved,"7,394"
2020,December,Central Goldfields,Charges laid,357
2020,December,Central Goldfields,No charges laid,213
2020,December,Central Goldfields,Unsolved,239
2020,December,Colac-Otway,Charges laid,505
2020,December,Colac-Otway,No charges laid,442
2020,December,Colac-Otway,Unsolved,417
2020,December,Corangamite,Charges laid,236
2020,December,Corangamite,No charges laid,179
2020,December,Corangamite,Unsolved,236
2020,December,Darebin,Charges laid,"3,893"
2020,December,Darebin,No charges laid,"2,350"
2020,December,Darebin,Unsolved,"5,803"
2020,December,East Gippsland,Charges laid,"1,564"
2020,December,East Gippsland,No charges laid,"1,023"
2020,December,East Gippsland,Unsolved,"1,099"
2020,December,Frankston,Charges laid,"4,374"
2020,December,Frankston,No charges laid,"2,930"
2020,December,Frankston,Unsolved,"3,518"
2020,December,Gannawarra,Charges laid,300
2020,December,Gannawarra,No charges laid,219
2020,December,Gannawarra,Unsolved,166
2020,December,Glen Eira,Charges laid,"1,468"
2020,December,Glen Eira,No charges laid,"1,283"
2020,December,Glen Eira,Unsolved,"3,526"
2020,December,Glenelg,Charges laid,533
2020,December,Glenelg,No charges laid,269
2020,December,Glenelg,Unsolved,282
2020,December,Golden Plains,Charges laid,126
2020,December,Golden Plains,No charges laid,84
2020,December,Golden Plains,Unsolved,238
2020,December,Greater Bendigo,Charges laid,"3,459"
2020,December,Greater Bendigo,No charges laid,"1,546"
2020,December,Greater Bendigo,Unsolved,"3,116"
2020,December,Greater Dandenong,Charges laid,"4,770"
2020,December,Greater Dandenong,No charges laid,"4,205"
2020,December,Greater Dandenong,Unsolved,"6,030"
2020,December,Greater Geelong,Charges laid,"6,438"
2020,December,Greater Geelong,No charges laid,"2,898"
2020,December,Greater Geelong,Unsolved,"7,269"
2020,December,Greater Shepparton,Charges laid,"2,577"
2020,December,Greater Shepparton,No charges laid,"1,328"
2020,December,Greater Shepparton,Unsolved,"2,131"
2020,December,Hepburn,Charges laid,179
2020,December,Hepburn,No charges laid,105
2020,December,Hepburn,Unsolved,279
2020,December,Hindmarsh,Charges laid,137
2020,December,Hindmarsh,No charges laid,69
2020,December,Hindmarsh,Unsolved,107
2020,December,Hobsons Bay,Charges laid,"1,333"
2020,December,Hobsons Bay,No charges laid,"1,160"
2020,December,Hobsons Bay,Unsolved,"2,004"
2020,December,Horsham,Charges laid,760
2020,December,Horsham,No charges laid,393
2020,December,Horsham,Unsolved,331
2020,December,Hume,Charges laid,"5,517"
2020,December,Hume,No charges laid,"4,563"
2020,December,Hume,Unsolved,"6,136"
2020,December,Indigo,Charges laid,151
2020,December,Indigo,No charges laid,91
2020,December,Indigo,Unsolved,204
2020,December,Kingston,Charges laid,"2,678"
2020,December,Kingston,No charges laid,"1,979"
2020,December,Kingston,Unsolved,"3,983"
2020,December,Knox,Charges laid,"2,838"
2020,December,Knox,No charges laid,"1,885"
2020,December,Knox,Unsolved,"4,033"
2020,December,Latrobe,Charges laid,"4,409"
2020,December,Latrobe,No charges laid,"2,145"
2020,December,Latrobe,Unsolved,"3,092"
2020,December,Loddon,Charges laid,155
2020,December,Loddon,No charges laid,91
2020,December,Loddon,Unsolved,148
2020,December,Macedon Ranges,Charges laid,808
2020,December,Macedon Ranges,No charges laid,488
2020,December,Macedon Ranges,Unsolved,622
2020,December,Manningham,Charges laid,"1,046"
2020,December,Manningham,No charges laid,656
2020,December,Manningham,Unsolved,"1,737"
2020,December,Mansfield,Charges laid,138
2020,December,Mansfield,No charges laid,115
2020,December,Mansfield,Unsolved,119
2020,December,Maribyrnong,Charges laid,"2,064"
2020,December,Maribyrnong,No charges laid,"1,331"
2020,December,Maribyrnong,Unsolved,"3,947"
2020,December,Maroondah,Charges laid,"2,281"
2020,December,Maroondah,No charges laid,"1,260"
2020,December,Maroondah,Unsolved,"2,236"
2020,December,Melbourne,Charges laid,"8,453"
2020,December,Melbourne,No charges laid,"8,270"
2020,December,Melbourne,Unsolved,"10,127"
2020,December,Melton,Charges laid,"3,495"
2020,December,Melton,No charges laid,"2,072"
2020,December,Melton,Unsolved,"4,546"
2020,December,Mildura,Charges laid,"2,179"
2020,December,Mildura,No charges laid,"1,060"
2020,December,Mildura,Unsolved,"1,428"
2020,December,Mitchell,Charges laid,"1,339"
2020,December,Mitchell,No charges laid,912
2020,December,Mitchell,Unsolved,976
2020,December,Moira,Charges laid,689
2020,December,Moira,No charges laid,346
2020,December,Moira,Unsolved,569
2020,December,Monash,Charges laid,"2,757"
2020,December,Monash,No charges laid,"2,087"
2020,December,Monash,Unsolved,"5,072"
2020,December,Moonee Valley,Charges laid,"1,702"
2020,December,Moonee Valley,No charges laid,"1,598"
2020,December,Moonee Valley,Unsolved,"3,163"
2020,December,Moorabool,Charges laid,642
2020,December,Moorabool,No charges laid,602
2020,December,Moorabool,Unsolved,806
2020,December,Moreland,Charges laid,"2,929"
2020,December,Moreland,No charges laid,"2,105"
2020,December,Moreland,Unsolved,"5,795"
2020,December,Mornington Peninsula,Charges laid,"2,787"
2020,December,Mornington Peninsula,No charges laid,"2,402"
2020,December,Mornington Peninsula,Unsolved,"2,945"
2020,December,Mount Alexander,Charges laid,344
2020,December,Mount Alexander,No charges laid,153
2020,December,Mount Alexander,Unsolved,266
2020,December,Moyne,Charges laid,197
2020,December,Moyne,No charges laid,141
2020,December,Moyne,Unsolved,197
2020,December,Murrindindi,Charges laid,180
2020,December,Murrindindi,No charges laid,210
2020,December,Murrindindi,Unsolved,267
2020,December,Nillumbik,Charges laid,530
2020,December,Nillumbik,No charges laid,383
2020,December,Nillumbik,Unsolved,719
2020,December,Northern Grampians,Charges laid,324
2020,December,Northern Grampians,No charges laid,279
2020,December,Northern Grampians,Unsolved,233
2020,December,Port Phillip,Charges laid,"2,859"
2020,December,Port Phillip,No charges laid,"2,320"
2020,December,Port Phillip,Unsolved,"5,140"
2020,December,Pyrenees,Charges laid,117
2020,December,Pyrenees,No charges laid,72
2020,December,Pyrenees,Unsolved,182
2020,December,Queenscliffe,Charges laid,17
2020,December,Queenscliffe,No charges laid,12
2020,December,Queenscliffe,Unsolved,71
2020,December,South Gippsland,Charges laid,548
2020,December,South Gippsland,No charges laid,312
2020,December,South Gippsland,Unsolved,400
2020,December,Southern Grampians,Charges laid,409
2020,December,Southern Grampians,No charges laid,211
2020,December,Southern Grampians,Unsolved,213
2020,December,Stonnington,Charges laid,"2,402"
2020,December,Stonnington,No charges laid,"2,106"
2020,December,Stonnington,Unsolved,"4,569"
2020,December,Strathbogie,Charges laid,171
2020,December,Strathbogie,No charges laid,111
2020,December,Strathbogie,Unsolved,201
2020,December,Surf Coast,Charges laid,391
2020,December,Surf Coast,No charges laid,248
2020,December,Surf Coast,Unsolved,561
2020,December,Swan Hill,Charges laid,843
2020,December,Swan Hill,No charges laid,563
2020,December,Swan Hill,Unsolved,413
2020,December,Towong,Charges laid,56
2020,December,Towong,No charges laid,33
2020,December,Towong,Unsolved,69
2020,December,Wangaratta,Charges laid,728
2020,December,Wangaratta,No charges laid,503
2020,December,Wangaratta,Unsolved,421
2020,December,Warrnambool,Charges laid,"1,171"
2020,December,Warrnambool,No charges laid,498
2020,December,Warrnambool,Unsolved,654
2020,December,Wellington,Charges laid,"1,418"
2020,December,Wellington,No charges laid,930
2020,December,Wellington,Unsolved,977
2020,December,West Wimmera,Charges laid,47
2020,December,West Wimmera,No charges laid,30
2020,December,West Wimmera,Unsolved,55
2020,December,Whitehorse,Charges laid,"2,112"
2020,December,Whitehorse,No charges laid,"1,342"
2020,December,Whitehorse,Unsolved,"3,769"
2020,December,Whittlesea,Charges laid,"4,220"
2020,December,Whittlesea,No charges laid,"3,044"
2020,December,Whittlesea,Unsolved,"4,891"
2020,December,Wodonga,Charges laid,"1,059"
2020,December,Wodonga,No charges laid,629
2020,December,Wodonga,Unsolved,900
2020,December,Wyndham,Charges laid,"4,543"
2020,December,Wyndham,No charges laid,"2,975"
2020,December,Wyndham,Unsolved,"5,728"
2020,December,Yarra,Charges laid,"3,077"
2020,December,Yarra,No charges laid,"2,730"
2020,December,Yarra,Unsolved,"5,596"
2020,December,Yarra Ranges,Charges laid,"2,121"
2020,December,Yarra Ranges,No charges laid,"1,690"
2020,December,Yarra Ranges,Unsolved,"2,559"
2020,December,Yarriambiack,Charges laid,122
2020,December,Yarriambiack,No charges laid,104
2020,December,Yarriambiack,Unsolved,139
2019,December,Alpine,Charges laid,232
2019,December,Alpine,No charges laid,68
2019,December,Alpine,Unsolved,126
2019,December,Ararat,Charges laid,461
2019,December,Ararat,No charges laid,170
2019,December,Ararat,Unsolved,222
2019,December,Ballarat,Charges laid,"3,502"
2019,December,Ballarat,No charges laid,722
2019,December,Ballarat,Unsolved,"4,707"
2019,December,Banyule,Charges laid,"3,222"
2019,December,Banyule,No charges laid,790
2019,December,Banyule,Unsolved,"3,035"
2019,December,Bass Coast,Charges laid,804
2019,December,Bass Coast,No charges laid,338
2019,December,Bass Coast,Unsolved,694
2019,December,Baw Baw,Charges laid,"1,674"
2019,December,Baw Baw,No charges laid,450
2019,December,Baw Baw,Unsolved,"1,482"
2019,December,Bayside,Charges laid,"1,003"
2019,December,Bayside,No charges laid,490
2019,December,Bayside,Unsolved,"2,523"
2019,December,Benalla,Charges laid,484
2019,December,Benalla,No charges laid,182
2019,December,Benalla,Unsolved,295
2019,December,Boroondara,Charges laid,"1,613"
2019,December,Boroondara,No charges laid,534
2019,December,Boroondara,Unsolved,"4,030"
2019,December,Brimbank,Charges laid,"6,363"
2019,December,Brimbank,No charges laid,"1,680"
2019,December,Brimbank,Unsolved,"7,110"
2019,December,Buloke,Charges laid,71
2019,December,Buloke,No charges laid,51
2019,December,Buloke,Unsolved,120
2019,December,Campaspe,Charges laid,"1,391"
2019,December,Campaspe,No charges laid,371
2019,December,Campaspe,Unsolved,"1,156"
2019,December,Cardinia,Charges laid,"2,044"
2019,December,Cardinia,No charges laid,865
2019,December,Cardinia,Unsolved,"2,348"
2019,December,Casey,Charges laid,"5,555"
2019,December,Casey,No charges laid,"3,115"
2019,December,Casey,Unsolved,"7,976"
2019,December,Central Goldfields,Charges laid,456
2019,December,Central Goldfields,No charges laid,171
2019,December,Central Goldfields,Unsolved,265
2019,December,Colac-Otway,Charges laid,569
2019,December,Colac-Otway,No charges laid,223
2019,December,Colac-Otway,Unsolved,495
2019,December,Corangamite,Charges laid,259
2019,December,Corangamite,No charges laid,80
2019,December,Corangamite,Unsolved,185
2019,December,Darebin,Charges laid,"3,765"
2019,December,Darebin,No charges laid,"1,043"
2019,December,Darebin,Unsolved,"6,612"
2019,December,East Gippsland,Charges laid,"1,733"
2019,December,East Gippsland,No charges laid,781
2019,December,East Gippsland,Unsolved,"1,131"
2019,December,Frankston,Charges laid,"5,315"
2019,December,Frankston,No charges laid,"1,498"
2019,December,Frankston,Unsolved,"4,224"
2019,December,Gannawarra,Charges laid,335
2019,December,Gannawarra,No charges laid,145
2019,December,Gannawarra,Unsolved,150
2019,December,Glen Eira,Charges laid,"1,516"
2019,December,Glen Eira,No charges laid,719
2019,December,Glen Eira,Unsolved,"3,463"
2019,December,Glenelg,Charges laid,618
2019,December,Glenelg,No charges laid,194
2019,December,Glenelg,Unsolved,269
2019,December,Golden Plains,Charges laid,127
2019,December,Golden Plains,No charges laid,77
2019,December,Golden Plains,Unsolved,281
2019,December,Greater Bendigo,Charges laid,"4,130"
2019,December,Greater Bendigo,No charges laid,"1,141"
2019,December,Greater Bendigo,Unsolved,"3,168"
2019,December,Greater Dandenong,Charges laid,"5,859"
2019,December,Greater Dandenong,No charges laid,"2,303"
2019,December,Greater Dandenong,Unsolved,"6,533"
2019,December,Greater Geelong,Charges laid,"7,112"
2019,December,Greater Geelong,No charges laid,"1,908"
2019,December,Greater Geelong,Unsolved,"7,474"
2019,December,Greater Shepparton,Charges laid,"2,967"
2019,December,Greater Shepparton,No charges laid,924
2019,December,Greater Shepparton,Unsolved,"2,458"
2019,December,Hepburn,Charges laid,248
2019,December,Hepburn,No charges laid,114
2019,December,Hepburn,Unsolved,362
2019,December,Hindmarsh,Charges laid,89
2019,December,Hindmarsh,No charges laid,49
2019,December,Hindmarsh,Unsolved,91
2019,December,Hobsons Bay,Charges laid,"1,960"
2019,December,Hobsons Bay,No charges laid,727
2019,December,Hobsons Bay,Unsolved,"2,312"
2019,December,Horsham,Charges laid,790
2019,December,Horsham,No charges laid,248
2019,December,Horsham,Unsolved,282
2019,December,Hume,Charges laid,"6,330"
2019,December,Hume,No charges laid,"2,464"
2019,December,Hume,Unsolved,"7,085"
2019,December,Indigo,Charges laid,158
2019,December,Indigo,No charges laid,57
2019,December,Indigo,Unsolved,219
2019,December,Kingston,Charges laid,"3,389"
2019,December,Kingston,No charges laid,"1,254"
2019,December,Kingston,Unsolved,"4,278"
2019,December,Knox,Charges laid,"3,293"
2019,December,Knox,No charges laid,"1,214"
2019,December,Knox,Unsolved,"4,285"
2019,December,Latrobe,Charges laid,"5,137"
2019,December,Latrobe,No charges laid,"1,529"
2019,December,Latrobe,Unsolved,"3,438"
2019,December,Loddon,Charges laid,169
2019,December,Loddon,No charges laid,36
2019,December,Loddon,Unsolved,168
2019,December,Macedon Ranges,Charges laid,727
2019,December,Macedon Ranges,No charges laid,218
2019,December,Macedon Ranges,Unsolved,799
2019,December,Manningham,Charges laid,"1,161"
2019,December,Manningham,No charges laid,480
2019,December,Manningham,Unsolved,"2,183"
2019,December,Mansfield,Charges laid,151
2019,December,Mansfield,No charges laid,53
2019,December,Mansfield,Unsolved,111
2019,December,Maribyrnong,Charges laid,"2,458"
2019,December,Maribyrnong,No charges laid,687
2019,December,Maribyrnong,Unsolved,"3,764"
2019,December,Maroondah,Charges laid,"2,626"
2019,December,Maroondah,No charges laid,930
2019,December,Maroondah,Unsolved,"2,440"
2019,December,Melbourne,Charges laid,"9,916"
2019,December,Melbourne,No charges laid,"4,928"
2019,December,Melbourne,Unsolved,"12,127"
2019,December,Melton,Charges laid,"3,526"
2019,December,Melton,No charges laid,968
2019,December,Melton,Unsolved,"4,586"
2019,December,Mildura,Charges laid,"2,832"
2019,December,Mildura,No charges laid,956
2019,December,Mildura,Unsolved,"1,765"
2019,December,Mitchell,Charges laid,"1,532"
2019,December,Mitchell,No charges laid,578
2019,December,Mitchell,Unsolved,"1,031"
2019,December,Moira,Charges laid,973
2019,December,Moira,No charges laid,233
2019,December,Moira,Unsolved,733
2019,December,Monash,Charges laid,"2,815"
2019,December,Monash,No charges laid,"1,128"
2019,December,Monash,Unsolved,"5,129"
2019,December,Moonee Valley,Charges laid,"2,112"
2019,December,Moonee Valley,No charges laid,962
2019,December,Moonee Valley,Unsolved,"3,402"
2019,December,Moorabool,Charges laid,612
2019,December,Moorabool,No charges laid,178
2019,December,Moorabool,Unsolved,807
2019,December,Moreland,Charges laid,"3,421"
2019,December,Moreland,No charges laid,"1,374"
2019,December,Moreland,Unsolved,"6,050"
2019,December,Mornington Peninsula,Charges laid,"3,337"
2019,December,Mornington Peninsula,No charges laid,"1,401"
2019,December,Mornington Peninsula,Unsolved,"3,920"
2019,December,Mount Alexander,Charges laid,412
2019,December,Mount Alexander,No charges laid,133
2019,December,Mount Alexander,Unsolved,366
2019,December,Moyne,Charges laid,246
2019,December,Moyne,No charges laid,102
2019,December,Moyne,Unsolved,158
2019,December,Murrindindi,Charges laid,209
2019,December,Murrindindi,No charges laid,153
2019,December,Murrindindi,Unsolved,242
2019,December,Nillumbik,Charges laid,599
2019,December,Nillumbik,No charges laid,281
2019,December,Nillumbik,Unsolved,775
2019,December,Northern Grampians,Charges laid,389
2019,December,Northern Grampians,No charges laid,144
2019,December,Northern Grampians,Unsolved,231
2019,December,Port Phillip,Charges laid,"3,217"
2019,December,Port Phillip,No charges laid,"1,211"
2019,December,Port Phillip,Unsolved,"5,378"
2019,December,Pyrenees,Charges laid,153
2019,December,Pyrenees,No charges laid,87
2019,December,Pyrenees,Unsolved,171
2019,December,Queenscliffe,Charges laid,24
2019,December,Queenscliffe,No charges laid,12
2019,December,Queenscliffe,Unsolved,69
2019,December,South Gippsland,Charges laid,647
2019,December,South Gippsland,No charges laid,180
2019,December,South Gippsland,Unsolved,487
2019,December,Southern Grampians,Charges laid,498
2019,December,Southern Grampians,No charges laid,160
2019,December,Southern Grampians,Unsolved,287
2019,December,Stonnington,Charges laid,"2,723"
2019,December,Stonnington,No charges laid,"1,113"
2019,December,Stonnington,Unsolved,"5,218"
2019,December,Strathbogie,Charges laid,173
2019,December,Strathbogie,No charges laid,82
2019,December,Strathbogie,Unsolved,192
2019,December,Surf Coast,Charges laid,329
2019,December,Surf Coast,No charges laid,167
2019,December,Surf Coast,Unsolved,507
2019,December,Swan Hill,Charges laid,"1,024"
2019,December,Swan Hill,No charges laid,363
2019,December,Swan Hill,Unsolved,485
2019,December,Towong,Charges laid,68
2019,December,Towong,No charges laid,19
2019,December,Towong,Unsolved,62
2019,December,Wangaratta,Charges laid,896
2019,December,Wangaratta,No charges laid,355
2019,December,Wangaratta,Unsolved,513
2019,December,Warrnambool,Charges laid,"1,411"
2019,December,Warrnambool,No charges laid,461
2019,December,Warrnambool,Unsolved,732
2019,December,Wellington,Charges laid,"1,580"
2019,December,Wellington,No charges laid,745
2019,December,Wellington,Unsolved,949
2019,December,West Wimmera,Charges laid,67
2019,December,West Wimmera,No charges laid,16
2019,December,West Wimmera,Unsolved,47
2019,December,Whitehorse,Charges laid,"2,283"
2019,December,Whitehorse,No charges laid,720
2019,December,Whitehorse,Unsolved,"4,269"
2019,December,Whittlesea,Charges laid,"4,490"
2019,December,Whittlesea,No charges laid,"1,909"
2019,December,Whittlesea,Unsolved,"5,669"
2019,December,Wodonga,Charges laid,"1,375"
2019,December,Wodonga,No charges laid,296
2019,December,Wodonga,Unsolved,"1,122"
2019,December,Wyndham,Charges laid,"5,316"
2019,December,Wyndham,No charges laid,"1,653"
2019,December,Wyndham,Unsolved,"6,251"
2019,December,Yarra,Charges laid,"3,302"
2019,December,Yarra,No charges laid,"1,229"
2019,December,Yarra,Unsolved,"6,543"
